1125-10-PC-3603-1300-20-20305C-3603025-02;1125-10-P;1125;45667;45667,52361;Con Compromiso;923210;C-3603-1300-20-20305C-3603025-02;Propios;RENTAS PARAFISCALES;89656032;0;89656032;67477902;MONITORES. Monitorias como estímulo a aprendices destacados según normativa de monitorias vigente.;88725, 88825, 88925, 89025, 89125, 89225, 89325, 89425, 89525, 89625, 89725, 89825, 89925, 90025, 90125, 90225, 90325, 90425, 90525, 90625, 114025, 114125, 114225, 114325, 114425, 114525, 114625, 114725, 114825, 114925, 115025, 115125, 115225, 115325, 115425, 115525, 115625, 115725, 115825, 115925;11225, 11325, 11425, 14425;153125, 153225, 153325, 153425, 153525, 153625, 153725, 153825, 153925, 154025, 154125, 154225, 154325, 154425, 154525, 154625, 154725, 154825, 154925, 210425, 228025, 228125, 228225, 228325, 228425, 228525, 228625, 228725, 228825, 228925, 229025, 229125, 229225, 229325, 229425, 229525, 229625, 229725, 229825, 229925;140495825, 140495925, 140496025, 140496125, 140496225, 140496325, 140496425, 140496525, 140496625, 140496725, 140496825, 140496925, 140497125, 140497225, 140497325, 140497425, 140497525, 140497625, 140497725, 178707325, 185184325, 185184425, 185184525, 185184625, 185184725, 185184825, 185184925, 185185025, 185185125, 185185225, 185185325, 185185425, 185185525, 185185625, 185185725, 185185825, 185185925, 185186025, 185186125, 185186225;-0
1225-10-PC-3603-1300-20-20305C-3603025-02;1225-10-P;1225;45667;45667,54653;Con Compromiso;923210;C-3603-1300-20-20305C-3603025-02;Propios;INGRESOS CORRIENTES;250000000;0;250000000;201951544,7;SERVICIOS PUBLICOS. Pago de servicios públicos.;125, 225, 325, 425, 525, 1925, 2025, 2125, 2725, 6225, 13325, 13425, 28625, 28725, 30525, 30625, 32125, 34225, 34325, 44325, 48925, 49025, 49525, 54025, 54125, 55025, 55425, 56525, 56625, 58625, 68325, 68425, 71125, 71625, 71725, 72125, 73925, 74025, 92325, 93025, 94525, 94625, 94725, 96325, 96425, 99125, 116125;125, 225, 325, 425, 725, 825, 925, 1025, 1225, 2525, 2625, 2725, 2925, 3025, 3525, 3625, 3825, 4025, 4125, 4725, 4825, 4925, 5025, 5225, 5425, 5625, 6525, 6625, 6725, 8425, 8525, 8625, 8725, 8925, 9325, 11025, 11125, 11525, 11725, 12225, 12325, 12425, 13325, 13425, 13825, 14525;125, 225, 325, 425, 525, 625, 725, 825, 925, 1025, 1125, 1625, 1725, 1825, 1925, 2025, 2325, 2425, 2525, 2625, 2725, 7125, 7225, 41625, 45525, 45625, 45725, 45825, 52825, 52925, 53025, 53125, 53225, 55425, 55525, 55625, 100025, 100125, 100225, 106425, 107625, 107725, 107825, 108825, 108925, 159125, 159225, 167625, 167725, 167825, 167925, 169025, 169125, 210325, 230025;10192925, 10196125, 12073225, 19229625, 19247825, 19256425, 19268525, 19274025, 19278925, 19282825, 19869525, 19879525, 26953325, 30154525, 30175325, 30588325, 32039125, 32050725, 38172925, 38246325, 38265525, 39172525, 40449025, 40453425, 40470425, 43210725, 50245825, 50281325, 66482925, 68787025, 68819625, 70407125, 74992025, 74992625, 75521225, 75531825, 83099825, 83114225, 83198425, 83244125, 103797625, 104861525, 104867925, 107860225, 116568025, 116573025, 116575825, 124811625, 124827525, 146778025, 147953725, 153491225, 153528525, 153597325, 153667925, 154715425, 162669025, 162684925, 178758325;-0
1325-10-PC-3603-1300-20-20305C-3603025-08;1325-10-P;1325;45667;45667,55486;Con Compromiso;923210;C-3603-1300-20-20305C-3603025-08;Propios;INGRESOS CORRIENTES;25750000;107700;25857700;0;IMPUESTOS. Pago impuesto predial, impuesto de vehículo, otros impuestos.;49625, 49725;5725, 5825;53325, 53425;85368225, 85375525;-0
1425-10-NC-3603-1300-20-20305C-3603025-02;1425-10-N;1425;45667;45667,56875;Generado;923210;C-3603-1300-20-20305C-3603025-02;Nación;RECURSOS CORRIENTES;25837331;-25837331;0;0;PAPELERIA. Contratar a monto agotable la compra de elementos de oficina y consumibles de impresión para el Centro Industrial y de Desarrollo Empresarial de Soacha;-0;-0;-0;-0;-0
1525-10-NC-3603-1300-20-20305C-3603025-02;1525-10-N;1525;45667;45667,57153;Con Compromiso;923210;C-3603-1300-20-20305C-3603025-02;Nación;RECURSOS CORRIENTES;53652156;-35903700;17748456;0;OTROS MATERIALES Y SUMINISTROS. Contratar la Compra de tarjeta recargable canjeable por combustible (gasolina y diésel) en estaciones de servicio a nivel nacional en las denominaciones requeridas por la entidad para el aprovisionamiento de combustibl;99225;-0;-0;-0;-0
1625-10-NC-3603-1300-20-20305C-3603025-02;1625-10-N;1625;45667;45667,575;Con Compromiso;923210;C-3603-1300-20-20305C-3603025-02;Nación;RECURSOS CORRIENTES;21424000;0;21424000;10374678;VIATICOS. Viáticos de funcionarios, gastos de viaje de contratistas y gastos de transporte (aeropuertos - intermunicipal);29025, 29125, 29425, 30325, 30425, 30725, 38925, 39225, 39325, 41925, 44225, 50025, 50225, 52825, 54225, 54325, 55325, 56125, 56225, 56325, 56425, 56925, 57025, 57525, 58125, 58225, 66425, 71225, 71925, 72025, 72525, 72625, 73725, 74225, 74425, 74825, 74925, 78225, 78325, 94925, 95025, 95325, 95425, 96125, 96225, 96525, 97325, 97425, 97525, 97625, 98725, 99725, 100925, 103125, 103925, 105125, 116025, 116325;13525, 14625;4325, 4425, 4725, 4925, 5025, 5125, 6925, 47725, 47825, 48325, 49525, 51525, 51825, 52225, 52425, 52725, 54225, 54325, 54825, 54925, 55025, 55125, 55225, 56325, 100325, 100425, 103425, 107225, 107925, 108325, 108625, 108725, 159525, 160025, 162425, 162525, 163025, 163125, 167125, 167225, 167525, 169225, 169925, 170025, 170125, 211825, 211925, 212825, 214225, 216325, 216925, 217025, 217525, 223425, 230125;47481925, 47482025, 47482425, 47482825, 47483125, 47483225, 47485225, 74975325, 74975425, 74976025, 74977325, 74979525, 74979825, 74980225, 74980425, 74980725, 83036825, 83036925, 83037425, 83037525, 83037725, 83037925, 83038125, 85338325, 107820425, 107820525, 107826225, 110457625, 117439825, 117440225, 117440625, 117440725, 153441625, 153442125, 153447125, 153447225, 153448025, 153448125, 153452825, 153453025, 153453425, 162688925, 168824625, 168824725, 168824825, 184375325, 184375525, 184376725, 184378625, 184381925, 184383125, 184383525, 184385025, 184399425;225, 325
1725-10-PC-3603-1300-20-20305C-3603025-02;1725-10-P;1725;45667;45667,57778;Generado;923210;C-3603-1300-20-20305C-3603025-02;Propios;INGRESOS CORRIENTES;96800000;-96800000;0;0;PROTECCION APRENDICES. Contratar a monto agotable la compra de elementos de protección personal para los aprendices del Centro Industrial y de Desarrollo Empresarial de Soacha;-0;-0;-0;-0;-0
1825-10-PC-3603-1300-20-20305C-3603025-02;1825-10-P;1825;45667;45667,58056;Con Compromiso;923210;C-3603-1300-20-20305C-3603025-02;Propios;OTROS RECURSOS DE TESORERIA;4613885;0;4613885;671272,67;NOMINA. Contratar la compra de tarjeta de consumo para la alimentación del trabajador oficial del Centro Industrial y de Desarrollo Empresarial de Soacha;91925;-0;-0;-0;-0
1925-10-NC-3603-1300-20-20305C-3603025-02;1925-10-N;1925;45667;45667,58403;Con Compromiso;923210;C-3603-1300-20-20305C-3603025-02;Nación;RECURSOS CORRIENTES;985067590;-2563874;982503716;14590900;SERVICIOS PERSONALES. Contratar servicios profesionales y de apoyo a la gestión del área administrativa para el Centro Industrial y de Desarrollo Empresarial de Soacha.;625, 725, 925, 1025, 1825, 2225, 2325, 2425, 2525, 2625, 3725, 3825, 3925, 7525, 27225, 27325, 27425, 27525, 27625, 27825, 27925, 28025, 28225, 29525, 29625, 29725, 29825, 29925, 30025, 31625, 33625, 37925, 43625, 50425, 56825, 94425, 103725, 116425;-0;2825, 2925, 3125, 3225, 4025, 10625, 12925, 13025, 13225, 13325, 14125, 14225, 14325, 14425, 14525, 14625, 15625, 15725, 15825, 32425, 32525, 32625, 32725, 32825, 33025, 33125, 33225, 33425, 33825, 33925, 34025, 34125, 34225, 35025, 36625, 40125, 62725, 62825, 62925, 63025, 69325, 77025, 80325, 80425, 80725, 80825, 80925, 81025, 81125, 81225, 81325, 81425, 81525, 81625, 81725, 81825, 81925, 82025, 82125, 83225, 83325, 83825, 91125, 91225, 91325, 93225, 93325, 93725, 94325, 94425, 106625, 109825, 117525, 120325, 120425, 120525, 131625, 139425, 139525, 139625, 141425, 141525, 141725, 141825, 142525, 142625, 142725, 142825, 142925, 143025, 143225, 143325, 143425, 143525, 143625, 143725, 143825, 143925, 144425, 146025, 146225, 146925, 147025, 147725, 177325, 177425, 177525, 179925, 187425, 190725, 190825, 190925, 202625, 202725, 202925, 203025, 203725, 203825, 203925, 204025, 204125, 204225, 204425, 204525, 204625, 204725, 204925, 205025, 205125, 205225, 205325, 205425, 205925, 206825, 207125, 207325, 207925;42359925, 42360025, 42360325, 42360525, 42361625, 64522125, 64524425, 64524525, 64524725, 64524825, 64525625, 64541225, 64541325, 64541425, 64541525, 64541625, 64542525, 64542625, 64542725, 64600825, 64600925, 64601025, 64601125, 64601225, 64601425, 64601525, 64601625, 64601825, 64602225, 64602325, 64602425, 64602525, 64603325, 64617025, 64620525, 71227025, 96845825, 96845925, 96846125, 96846225, 96894025, 96962225, 97046225, 97046325, 97046625, 97046725, 97047025, 97047225, 97047325, 97047425, 97047525, 97047625, 97047725, 97047825, 97047925, 97048025, 97048125, 97048225, 97048325, 97049825, 97050025, 97051025, 97127425, 97127525, 97127625, 98099125, 98099225, 98099625, 98100225, 98100325, 110456925, 140317725, 140329025, 140375925, 140376025, 140376125, 140408225, 140422225, 140422325, 140422425, 140424325, 140424425, 140424625, 140424725, 140425425, 140425525, 140425625, 140425725, 140425825, 140426025, 140426225, 140426325, 140426425, 140426525, 140426625, 140426725, 140426825, 140426925, 140427425, 140429325, 140429525, 140430325, 140430425, 140431125, 177583925, 177584025, 177584125, 177586625, 177658225, 178437225, 178437325, 178437425, 178623525, 178623625, 178623825, 178623925, 178624825, 178624925, 178625025, 178625125, 178625325, 178625425, 178625625, 178625725, 178625825, 178625925, 178626125, 178626225, 178626325, 178626425, 178626525, 178626625, 178627425, 178628625, 178628925, 178629125, 178629725;-0
2025-10-NC-3603-1300-20-20305C-3603025-02;2025-10-N;2025;45667;45667,58681;Generado;923210;C-3603-1300-20-20305C-3603025-02;Nación;RECURSOS CORRIENTES;20250000;-20250000;0;0;BIENESTAR APRENDICES. Vacunas aprendices.;-0;-0;-0;-0;-0
